addr,coin
0xb24933fbf16ef2b7bc148fda41e5ee72ea284220,95
0xcb303d5c3043a9bfe679ce4686143338012cc37d,95
0xb8c7b3aae9a557c03ad5aa8683299149ab6af8a6,95
0xe46ee6f5f3dddb9e60b5a2e63e4da80b4022e11f,95
0xec3921c3824555dd33896c904d7f6a7ad210f524,95
0xe96bfba25980c55a705089ad726ab40e9e238c6e,95
0xd467b30f1a644931ec16cdd396bf4d93b767cb8f,95
0xc555042245a1d5edae04916665b59165ca16f58d,95
0xf0cb104865bcef14f6ba768c5aed9737dc81e3f2,95
0xf58553330d074ccdac7fe943c4d39741f3a14040,95
0xefa048de722a5b3188c08fe3593d7a30dd20a442,95
0xd85727658473497c8c5dbe3cf1fae5c8cbc7428b,95
0xf2a5c0781c122a82fca17e768eb6ca9511dfaeae,95
0xf6b392b13cb9bf528ea44065812e5e6eb97d7227,95
0xcb9f1eb11081756782460d61cb57238d102714e2,95
0xef2511b5b8fc50b92a176376843a73cdf644d69d,95
0xebce9b14641d64609b84ff52619f143d74235dee,95
0xd5a65379144048ae13deada2bb309dcdb51e6ab6,95
0xfaf4ac096d86f440c0e065cd00d0bbee04c79dd1,95
0xf7ef2ef36116f0dc7a0244c2fc6a7f341e25c288,95
0xf9880ac0a5eeb04bc07a52569086fd8957f7ef46,95
0xeffb265cc7d3166451a8857707806dd6cfe48fd3,95
0xddab7e192bc48177f075799e368c70d63fe0123e,95
0xf6e28bee5cf46314b0a181fd47bb80603133c45d,95
0xf2a370c823e13e72658b065276cba7661e8bf766,95
0xfad35ca0d9821bbd8607a0fbfcefa5995c79f693,95
0xfe12cc162bf398a03e2a02379c5bd440b2d5146e,95
0xf648fa341b23557d81968e7e5b0febdf97492956,95
0xeef3e033d5bc679729d52159a45e6b3b0d12db23,95
0x20f4b8ec5ad6bd685881e8d41e654b5eb97badfb,95
0xe69596ed707f84e581224d1c6196e1a585ed2720,90
0xe02955ffa638bde49f2ba398d9d8a69547f83846,90
0x4087715d31b227938b50b2e5733bbae791c1fe45,90
0x9f404a67c8f0fa7e004068edcfb4c9535e8b8208,90
0x7fd07b9c0c9fb357c8f5bda0d8171fc45cc09feb,90
0xefba278e147dcecf7a48605bbbef424207226c3b,88
0x05b66db3960004ca05f9da52bcc94cb2c213958f,88
0x1bc8292977138b2e80223d9eab4663733f65a8e0,88
0xe7a57bfba21b106c75ac1fb34c0737b96914ae2c,88
0xc5df64ab488cb85b7582068b3121ae80f96a5dd2,88
0xf694ffa78947d399eedf26855b8d2463ce8f8c81,88
0x4decd81a5f11133f6d41e53614eb89f1c8648e09,88
0x72578a202ef332692fff36c4679fbb839c5e2740,88
0x21564d922a141c396f07b95f47bb029469021574,88
0xf78b2d2c0c79aad884ac79541ddec8faf7edb4ad,88
0xfb77cad2aaf65976473a337a0cfe19123fd90d29,88
0xf62315a69bfd53856f565459e115ac6bd768fee2,88
0xf06521d3c8757f8cfacfecdfa95d1660be8c15fc,88
0xf0f17ce2cd623f5e6e4d1591fc150c8e5b283f07,88
0xeb064c587f478240c20327ab69986a83409c59eb,88
0xfe2e07133b53bc9322428710973fcd2817bb490a,88
0xe80cb47742400ed4a665d39128711097012dec0c,88
0xe5634ae028fb2d4ef3a19e1c0d0830e3c8a3b75c,88
0xe81e2275cd445f6db8a6f3fc600a1cf9934105fb,88
0xd315bce7b166837da2e9c2a463b38aee4ec7d43b,88
0xf1684e44838d7e69a03e2846752c5f13bc831c4e,88
0xcedbc6071f9a4c1f47575400e0a6b5a646158cba,88
0xfc1819071554b1744dc9ec7a99bfe2b2ec159c9e,88
0xdac42f5a2416dc8e4912762f46b7ceed65495ebe,88
0xef78ccaab99a84743a9e258d78dd4cb6d3093ba9,88
0xc7426bb02085f310c44381603009021b620d1380,88
0xf110e46755ae2568b20e0b57535b10ce9e078c49,88
0xc88e8bc8f9e9c56161e78d9d1a7b2d5503c29bb8,88
0xc361f84c6208cea7e602031f05c7fa624a5e6950,88
0xea7495ff1543901f10c987c61beca80d030b87ed,88
0xc165319a4ec034178140f932fe6c9466687b32ae,88
0xed782a359c8216cb4839500688d2ebaca53075c4,88
0xb3e1d1505e4139dff6a6d20d1d40eb90ecec8c8a,88
0xe9f514409fe26b1eb83c7e9cc425aa1e039e9b22,88
0xb292c0c79c7874a45b4a3ac4be4df91e0377c7c9,88
0xba389b3ad6394401602ce9dbb18976ecd6f61ba5,88
0xa6cb9a99d8cf1cd5a090693ef972ca76bf2268ed,88
0xccc2f52116edfc4b92f62b6b4a9011458561cf24,88
0xdd0da944b1cb8b87f37d318df29cab10f4088221,88
0x95c4ae3f2b2ea844d9d2ef8583a22d4412d0ddc8,88
0xae7fe841b4c15b3ea6bb0882c66bc91df1e8968d,88
0x9552eb054a6bb95418393e82f14ce2601888ba6b,88
0x846a65981389051a48da550cf67f40505205b597,88
0x838e93821250388d0fa7ea74c4f89872e705e31a,88
0x0c5b344030218928683b498e2c17a187c7578cc9,88
0x8eafe1fe777be54c0f9a2765a2a0a639df942858,88
0x7b53a0c8faeace78cf607f0c44230de2b92ab03d,88
0xaed5e8cb59173ae59b46da0807f2ca342dc8aa0d,88
0xbfe6657bed45cfc4e636631bc4735fc3e749400b,88
0x9fd20b189c1167597577e55176cd31bb6dcd437f,88
0x737ed3f49e899f745f43a7fb986accd78d67bd5c,88
0x7318a39d797306cf92c2b9e3b0dc0f292b5f3cd6,88
0x904fc6713a15516ca81ec34a3be2598caefc565b,88
0x6de0c5ef5629e09674c6eb211225b9f3d91346a1,88
0x81870fc5a9a35e6a8d5659c118a7cd5bae0f1dec,88
0x698cfd59a6735f9375b74143f3ab130b83946cab,88
0x65c2d8cd4a9abcf2dc5784b87a56a16179012eb5,88
0x654488f7ec8ee8c8153bf9164083feccf253486f,88
0x79103071909c2aa21e3ca6088b44c030b8bc8a88,88
0x80b39b7249b5bf5cd7ba8af5530ac9e72e97e140,88
0x605ad65270f99984d1d7fd9f5dcd5c069972ec6b,88
0x61cfe71b626a8b9a29c285a48a243556b7dfa477,88
0x5eb5925ad1985a011bd5c4d18a47a0b843bb04a8,88
0x5a01b511bebee15608a3034d1a5972e736a2891c,88
0x71cd9132e4fa05a94d3e778d4ca91417dfae1ac5,88
0x5268430b520babc2e2687a5932860b35969a57aa,88
0x6ca6a1cd069708fc080709dc2152059487ddec28,88
0x5183a15db609fc1f3426ef0abdaddff3abe2821a,88
0x5393ad050ddb1f94156e751552d403e51f4dfaba,88
0x4b87d2a5f33da73076fab9234de50e0004637c35,88
0x45177449763dba5479702ff347f32bba24db914c,88
0x653891fccbb3484e2a39cd0b057eeb72999a3eba,88
0x64016885b3c0627d2d008c253cc5fe36269271c9,88
0x44e59bd43fa9f66193549e9c242dba65c4f9f262,88
0x45a571bbbabe0a1be65d2e003b2bfa27c10e673b,88
0x3fdcae57ff74f12a835b81806ed17489fb1bfe6b,88
0x5d8ce5b0c26d7e2b50724cb48174be6fd6e61670,88
0x5bf99f6f58ef6a59423e5330098bef39bce14f80,88
0x1a9a9f18010a4cc6ab7e69c0c9be0741af68050c,88
0x37e547529c2e5fe37e2014c34cbf1713cd308e2e,88
0x53bc165b7ea2411d1cd826ca73a4ee283d639ee5,88
0x50d2f47a2734e03e4cc2191c06f67c16a4d993b8,88
0x16da83cd35f744596bd58f3620985b67d869a8fe,88
0x4fe0144a3261172ced014863a7dd784c7bdd7349,88
0x48b62063fb631c8c8302fd42670802c6f33d2f8d,88
0x53c0403b27c27071f879d41e37098af6a11ca498,88
0x124adab6176f9d823c1e29861eb22d8a41e6602e,88
0x419a22eda183627a37895226283914d1e830cc83,88
0xcc755e6af771161e53024edf3430d91e5a25bff3,88
0xe8694e777d723351c2e4ebb86923a6edd4212ce4,88
0x41696f5be46cb0e8a05f64f49c3066e337494372,88
0x96407c8220d01b4175c32875435e71c92f8aad64,88
0x3ce20d0405e0d279c2d8d83ac97eb7cd827739f5,88
0x1ce4e893fb5eaeef1d778ca789ca80c52b6a1d36,88
0x1c73b697c75288b08506d456b96a767560d6e9e7,88
0x1591b8034d8830e276e3684b5accbcc7b2f302a1,88
0x12db40f5db4c6f09e99f989aa52ea8c79998fc9c,88
0x00c24b37407dec11e0330f840e321b38d9a6b5f9,88
0x4a4035c7647066440ee30a4a7ca6f3bbce807d32,88
0xfbca6a35f5ad385d995ac50e4ff1c6c53d54a8e3,88
0x96149ce0b0d94c7831df72359ce1591b56cdafbe,88
0xbb9214920d1aae481fcec77401df9fb0235e5843,88
0x6795ffd5cb385954f5a3984efba50ad9c50e5ea0,88
0xd5ea33b48055a82ce3afa108f89de1843a4ebff9,88
0x42ba7258b359c393838d84363145a5f175c4cd96,88
0xc258d95979f8beb1cce2049e51bb6bb9d1eddcb9,88
0xbc99a6d7d1a0756f85e343092f6df70344400fd9,88
0xa1d938ad79f29924ba7d7b9b173aef11d1a78176,88
0x959d4fee893ce340d03764c4267741617ec5152c,88
0xa0ced7fa436b31a7f1b4a4d0b3610474aca2ad97,88
0xf4af9aa009b35be50a7a8fbc1e14c8608cdfdeb6,88
0xe6185d7b19c95b48e1f549219ddee4012f0c226b,88
0x38c7df3c307e287633acfdb5c67cdca59f8e2d9b,88
0xe1f46dc42bda7f91e2b0541d224626eb562f36ad,88
0xd3ccf31820301f0955ca2d7c190f2b3aadb639d0,88
0x9ec6b29db082675a92b7ef0bbf77f6fe1b20aa32,88
0xad497fba56d915a37e2664c895c3762bdb91063f,88
0xbe145e319d419bb3b0516eb975c0f6d4f0ddc02c,88
0x05fb42458c3ab466a06df5d684148ce8372b929f,85
0x07d558a361be8d54b9fea475907ae53c14b99d83,85
0x03f1ff76cae862e6cc1066be889e81be6e906b53,85
0x102e04918146d0271db2d887e3716c5e8657e35b,85
0x086350a2088416c4e0e8efaffcbafa5d1002d372,85
0x0a18f73a2f33a4eea0f5e9c9a00dae36b6f15f9c,85
0x14e796cd03dacd9fdd8151979e64d805326415b3,85
0x12778874640a5b7221d49a7cd068151cf75f2fed,85
0x1e508594435c4043f2a17b4b5b593bf30611660a,85
0x047289f8fa7e917e07a74d908275a517b25891d3,85
0x12761e87bea79e223c6df695a2ad83a6b853b32e,85
0x17b6a4c7012a747d1123806cfb223942d82e58e9,85
0x1e395012a318f623a3b39296d864aa29ea14809f,85
0x0bc3955298a6baf4f971fa0bc91b7c96dfe8d80a,85
0x1dbfe7039dbb4c0e3f0f5e786cbf0078ffb217b8,85
0x2026913ed688db9d4a19f74641ada4d1b9da1c19,85
0x147b9db698091819d783cd41bfbc95a18199f468,85
0x2ff8b26f41c8a8bec631d33dab6af8793775cb4d,85
0x268aaac9bdcb57fe7dd7ac5e99ff999a4ef50d78,85
0x047f6581babdd6cde7e710fc15e8d73f6811c625,85
0x2771c1423d009d8a3d19d8818b13b652ea262c74,85
0x38dc5d43d9237133a21753000915ea95a4cc6949,85
0x23cfdd4502de8b60ea28f3c0f99f328dbf82c2c8,85
0x33209cdf09c62693752a4c4c252d5a27a33827d3,85
0x0b8cf0590a1b32112b0a81c01166be0d347eba39,85
0x380387d47fbfdfee7704440a41190e0180c634bd,85
0x31aed547f8bb12e31169453239d1c841071a21f0,85
0x31931694f7d76b3a04c9a93c3243bbf3e5bcd40f,85
0x3103136150ed5dde8332551f0be87fcb7131a954,85
0x3ef90882fc945bdbdbdd68fb8f09fcaa6fc498a4,85
0x3490548d80f41a72330753f0fb879787239404ec,85
0x4c8d670dbb927bdef325b4ee7235a3a22e424ca3,85
0x3522c61af733f3657fc2586dc069f56b449084ed,85
0x34700ed8fdfbecbd2364a69ef811465e6e9beb61,85
0x2060da779f0596f99eafc852c6babe149bb7bd8a,85
0x14321bf0f1b03852d0bc9199eaf4ee0f28672d3d,85
0x3bd0139a65c3ebe8c04a5ecb8e3ce98119d12c3a,85
0x3b10b4754926b4fba4baf24435656b687cdbeb73,85
0x48155d947128a876e20f06d26bbee94ef7a5e84b,85
0x1ddf5f1e71f8ba2a41a1d5352dfbe2f573450866,85
0x2f39b931b4523a22ae74e58efa85357b4181a196,85
0x434e1e28d37bc5773f3b7ad610f9f420ddc2d1bd,85
0x57de744119ce84dc1de3d6bf220c56cc5e6d75f8,85
0x4378740b27b21239c224524a9b0e3cfa790622ca,85
0x4ca22b3067d989f26b1a507da1d3e50c930ab6ca,85
0x67b5614b785989ca771795e4be6e2baec373539d,85
0x5116806d7ee686140a2167ebf983a8430efabbc5,85
0x592ae7f1a7055f6820c3d3ea1dad8990fcff29a7,85
0x330c3bd50ac0f23abf13b3d324c55092fd54edea,85
0x7be367cd8afe5c0888a5567148786139e4151d16,85
0x6cc469241db485e179324725685c3128b8780c7f,85
0x3801f6309d22ac3f2a6e51c8b4fb0c983159d5a5,85
0x5df86582c3058e139b3c0117f88e919ded8ccf56,85
0x5ec11b3900372c7f90cb5e4c54f9b500fe8dcd2c,85
0x3d4a978270c6c80540e2aa7b2d804f04d8b14350,85
0x8aa22f96a7208a50ef7ca5089d3f2631172b171d,85
0x6f4dc72b4d8cf7ee28b3db67cac90f63aeba155b,85
0x6e04dab7a9e4540b397b40da14c911b129cfd464,85
0x6e5c3f0411d6e744c4d6e5ab0b14170c73e92852,85
0x95cf017609bf11f350fa053d7027c0552fda9dc0,85
0x6eb7f80d2d08110a88416b2a1d423db05595ee53,85
0x43e5b56000d010f1f17fd79bc918df0e30a70f36,85
0x70616e7273fed4c8477721e64439687f640e04c9,85
0x7d063b51afe21d915a109aef78516818b27e849f,85
0x9dbcae871120ae4f55497877daf9814ff239ec70,85
0x7eb5c3813a8ff1477e5decb39dc6f8fd9b1fc6cc,85
0x710e817b22f5ab69abea68edd61a3a3f36d21a0b,85
0x515865caa2f0f516bc281df88121412023d64cc4,85
0xa68a4f51a78905227b4343e12fcd9e497f03e026,85
0x8a0b4cc878ff9357f2201515e553206977d7dc47,85
0x9adf8b8dce4570a2a79e8285a2cd762a4faa3d8e,85
0x91fcc74935034087ff1e632f5c8808c13b4f440d,85
0x984e05e6ae158bad7cc678db03d246ad4d09c671,85
0xb1b05f06fbbb043931dc58574d592d1ee4bf10e0,85
0x94e3e526dfd12588d9b7cddd8af71b9ce247816a,85
0x9f115ec4bde7e8e20baa7f50bae092a2a7a53577,85
0x62e7cfbb21b448dec43f04ccd3d7d664dd3333af,85
0xa599b802d360474d9170fc1297da4ec5b590eb1a,85
0x924aeba0b70c0661e07bc2a9c048db92571fe0a4,85
0xbe92577c506ee1a66b311575c16c356f985a3f4e,85
0xa14a8b222c47c276d580fd98aef47d87d6d73b0d,85
0x6e81b3f615042c472d354cf120f1203cbccb2fbb,85
0xaf0af683b6afe62494bdacdc4f9bba9c4a5edc7d,85
0x98614b44420dcbef9b1e186ecbdaf0424cf26ad0,85
0xb6880cf91bb96c488a9be4378a808d8c27d3b7af,85
0xc8a6f4c99aab704a21638451ea1489cde7a08d2f,85
0x7ae09a49363a706329ff8cee80cc63608a0468cb,85
0xbca6005e5e24dc88822fd83d856eb16ba7d5da78,85
0xd17bf2a2942562d3f53a0fd0059cd2804a350f7d,85
0xbc384d428d20a0f3b7fbcdb091903afbe8f89f6a,85
0xa9740c509f10bdb4908507345cace1288875a7de,85
0x8315e0432cc923906d0c1aad6f69f50f7217505e,85
0xc4503817332ee1cf657f5064a33013e2b68c89cd,85
0xc51b6cd3b7571099cccecf0bc4db384716cd3935,85
0xdd3303e961aa8965608a66d1bb5ed1b1bf4128c2,85
0xabff85b8282c65006c67103ae7c4e724dd9fcc78,85
0x92ac873b94897808f4110d2df64cbf60ba2f8032,85
0xcbcefb49280bfa3a91d5f5e4f6e56f125ebe199e,85
0xd9704b52803ff4ce8b3d0d6605d7ea1ae39ca8cf,85
0xcd464ff070e1bd21435c4f4ea5b8ba8be6f5e568,85
0xc64229d28327d790cdea1ff2d2f841f1fd294546,85
0xa15770a105d0c4729ed3f84e033b7a7d06b08ef1,85
0x98a35e3d517de96d4231daa8ff3e28add3e32138,85
0xd00e41c0ac2241a18973e4625e9b1d31e43acf65,85
0xe1da3b6a29891cea554d1781b2445751eb4a7a68,85
0xef20096aef6d633a343a2fdbef6b4266d5cb2e97,85
0xe326aa57e17ce635b2ba62bd639c008f3f6d7fa6,85
0xac0d7c0b1c5bbef092c3aa60b5e0b6a1af2eb161,85
0xe30ebf1050471842ae0db501ad01d05cb118b7ca,85
0xd2170cf97502f29bfa2918206fbd7b236ad2c659,85
0xeaec9d0418efb8bd6229d51ab4c1dfc7a9906ae3,85
0xeb9704304fbe1a42e9e165e884ae85dece1facb5,85
0xf9d47abdee099fd4f94b2bb102170b678cf0edd1,85
0xeff83189082e8c5f9698286ed860a30790e5d726,85
0xf985c71f48f7f0c4b536f9bdd470c9fd16776dbc,85
0xd3a3d16d6c01904b27db596c3e4f0521212dd8e0,85
0xff36fda1dbee5cc882bfd1ae241dcf4cc194b358,85
0xfc695f0eef3c70be0b8b2d56f5459e91b86c7a38,85
0xcee308b45bf1e8a41d9ddad13270b9d6930aaafd,85
0xedfc8b4d5e243e9e797b1292a6e0c4ec600dac26,85
0xd6f2c4a33ee4b3e9225015d7f582d627d7577071,85
0xfdfc1285be0c4381b4123230349a3f1766ffd3cd,85
0xc527cf380ae13445e5c34887d49c043326f65c9d,85
0xecdf0b2ecb06c4e8efe7597060d5853f027517f2,85
0xf115898da674cc14c3b02638f85057d46f74a40d,85
0x485054be0c24311a223fe661d4743d2247c67e06,85
0xe3102080ce96259d0dd1f24f03ae991c508169fd,85
0xfbaf603cdc9249fb2b0a128407c54ed4450221c2,85
0x7d507091376a9f88a06b7b651bb36a5f2249da19,85
0xf14de9d70a9c8369d9a2ce5e622ab824b42cf0ff,85
0x70593766fceab686a83cde1be2d8a5f6b089a489,85
0xa5fbab7a759ad67a8a98ea6d7c2356f60e0759a2,80
0x5f934462e0f8a41060d3504c69ee44e45879ee9d,80
0xe2e83e7e3938e7e679d6fb8c7b24e78149d2884e,80
0xe5e66857b70806835a98cfc4c66a9eebb9da7e21,80
0xc0994e1927407a2bfa542de779136a2ebda3de4c,80
0x8f8a975e96efeb98c084ee9ca4da31a58a62048c,80
0x76506d89494e0527b766fe13f7cd05dbe55847f4,80
0xcd330025a1e14b1d4c6b0412b4a9254afd32786d,80
0x5ffd907b488ed94fc296294dd6ee5b4665e95c05,80
0xd60767045a589110a8c76f23a3ba54a8c578c440,80
0x2a44e924eb51e3e770fc7b9beb2efd7874f83830,80
0xe16084a4ffcb1448a1c1b1ae4d949a1038b42e49,80
0x8de9d6cb76a55210b89f8a69f1d5c8ce0cc37c19,80
0x870e2ee2f9e8df2734df842686cef0ad4a2d40b4,80
0x0fa8686c8350668cc8251a9f77e0d12820fa5958,80
0xe46c0e5988dd28b461c87324a26d31e61674746c,80
0xce80ef2989d512ca211161da0b2661fca5464627,80
0x153b017b70b934f80721004b15ca503b255ba3e8,80
0x4c7b100e2ce9a37a7c4a58bd9d057a13fa39fcc3,80
0xa75c7415814e3791a64f208eb587bfa8f8757333,80
0xb031c19c552a2d7ac0a740c67139b1df04a57adb,80
0xb5fa26d819afd1299dd119b929db8e6bb96f8631,80
0xcf6c80ac1eec87563fb8b08b17b7922265809156,80
0x454b76595abbac85e7b02cf1424cc064804fd5f0,80
0xc88e454c0330351c745d299958f052e58ad8c4e9,80
